/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/1.wav|Desde el espacio sideral, rodeado de polvo estelar, luz y cero gravedad, es decir, tranquilo, les saludo con mucho cariño y admiración. Desde aquí, rodeado entre tanta estrella, alcanzo a ver la constelación de la honestidad
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/2.wav|El cometa del compromiso, la galaxia de la confianza, el satélite de la generosidad, el asteroide de la integridad, el planeta de la justicia y el universo del respeto. Y lo que más me da gusto es saber que ustedes integran todo este mapa estelar.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/3.wav|y que están ahí por sus acciones con valor. En el Sistema Solar del Grupo por un País Mejor, tenemos mucho interés en el reconocimiento de quienes hacen posible que las cosas marchen hacia nuestra misión y visión. Por eso estamos orgullosos de ustedes.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/4.wav|Por eso les reconocemos como estrellas de los valores del grupo a través del programa ABET, que en su nombre lleva la esencia de nuestra mística, apreciar los valores en el trabajo. El mundo ha atravesado por un periodo difícil
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/5.wav|Del que parece vemos luz en una galaxia lejana, pero posible. Y ustedes han trabajado, crecido y reconocido que la entrega al trabajo y a los valores es la mejor acción. Por eso han nombrado a sus compañeros y les han otorgado estrellas ABET.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/6.wav|Todos tenemos siete estrellas para regalar cada mes y quienes han sido reconocidos por sus compañeros son premiados en enero, abril, julio y octubre. Los destacados son aquellos que brillan como estrellas en su labor cotidiana dentro del grupo.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/7.wav|en honestidad, compromiso, confianza, generosidad, integridad, justicia y respeto. Y por eso mismo es que su trabajo, apego a los valores y constancias diarias
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/8.wav|les hacen destacar entre sus compañeros, porque así sabemos que estamos en la misma órbita. Felizmente para los primeros dos trimestres de 2022 entregamos un premio especial a los colaboradores más destacados en una premiación que sumó...
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/9.wav|68 420 estrellas, y este tercer trimestre lo cerramos con mucho más entusiasmo aún como cohete a la luna, donde durante julio…
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/10.wav|hemos tenido la participación de más de 41,342 estrellas Abed, sumando ya un total de 109,762. Por supuesto, así como se expande el universo,
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/11.wav|Estamos seguros de que el siguiente trimestre se sumarán más a los reconocidos con Estrellas abet, lo que nos dice que cada vez... muchas gracias por ello. Sigamos así. Brindemos este reconocimiento a nuestros compañeros...
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/12.wav|que son un bálsamo para el alma cuando uno sabe que reconocen su labor. Poco a poco todos seremos ganadores de estrellas aBet. ¿Y qué les parece si en lugar de decir, Houston, tenemos problemas? Hoy decimos Grupo por un país mejor.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/13.wav|¿Dónde los colocamos? ¿Cómo los valoramos? ¿Cómo los tratamos? ¿Qué hacer para que no se automarginen? Una respuesta a todas esas preguntas está aquí, entre estas paredes, entre estas damas vicentinas,
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/14.wav|que les dan un poco más que cariño. Las charlas bajo el sol constantemente se refieren al México que vivieron hace 30, 40, 50 años. El México que las vio florecer.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/15.wav|A medida que la edad crece, nuestra mente también va adaptándose a la idea de ya no ser guapo. Fuerte. De no ser el más sexualmente activo. De no ligar a quien se ponga enfrente.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/16.wav|Pero también va aprendiendo a analizar mejor las cosas, a no responder de manera instintiva o violenta, a explicar mejor sus ideas y sus conocimientos. Envejecer, Es crecer, ¿Crecer?
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/17.wav|En el grupo Por un País Mejor, respetamos profundamente a nuestros adultos mayores, a nuestros viejitos, porque consideramos que ellos han puesto los cimientos para lo que somos ahora.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/18.wav|creemos profundamente en que la sabiduría que han acumulado a través de los años no se las hubiera enseñado ninguna escuela, por buena que fuera. A veces parece que este mundo es solo para jóvenes.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/19.wav|Parece que ser joven es un privilegio, cuando solo es una circunstancia temporal. No olvidemos que México ha dejado de ser un país de jóvenes y se está convirtiendo poco a poco en un país de adultos.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/20.wav|¿El mito de la eterna juventud? No existe. Este hogar para ancianos Nuestra Señora de Guadalupe y la Fundación Vest, también son mis tiempos. Y los tiempos de todos los que compartimos este mundo.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/21.wav|Aquí y ahora. Por eso nuestra división asistencial no deja de apoyar la labor que se hace en su provecho. La persona mayor se siente excluida y cada día confirma que va perdiendo relevancia social.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/22.wav|Pero cada arruga es la comprobación de que sigue viviendo, disfrutando de su crecimiento personal y de otros placeres que antes no conocía. Respeto, atención y cariño.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/23.wav|Son los tres principios básicos en la relación con nuestros mayores. Respeto a su momento psicofísico, a su ritmo propio, a sus valores y concepciones, a sus comportamientos.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/24.wav|a su propia organización de la vida. Para el Hogar para Ancianos Nuestra Señora de Guadalupe, y para la Fundación BEST, la atención a nuestros viejitos se dará siempre desde una mirada positiva.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/25.wav|Tendrá la dedicación de un tiempo para escuchar cómo está esa persona mayor. ¿Cómo vive? ¿Qué quiere? ¿Qué le gusta? ¿Cómo percibe sus recuerdos y experiencias?
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/26.wav|Se trata de reconocer lo que han hecho por nosotros y la fuerza de trabajo que han invertido en este país, que ahora les regresa un poco de lo que dieron. Somos seres en transformación.
/mnt/c/Users/User/Documents/GitHub/Piper-TTS-Trainer/wavs/27.wav|Somos seres amorosos que reconocemos en cada mirada de nuestros viejitos. Una chispa eterna de la que nos queremos contagiar, y que nos habla de su alegría de vivir.
